		aest01_1	aest06_1	aest07_1	aest10_1	aest15_1	aest18_1	aest24_1	aest25_1	aest26_1	aest28_1	aest29_1	aest31_1	aest35_1	aest36_1
BUR162	BUR	0	212	256	299	322	160	313	140	157	359	209	308	0	0
BUR163	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR164	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR165	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR166	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR167	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR168	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR169	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR17	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR170	BUR	242	218	256	295	312	144	298	128	0	491	216	318	148	326
BUR171	BUR	242	218	256	295	312	144	298	128	0	491	216	318	148	326
BUR172	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR173	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR174	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR175	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR176	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR177	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR178	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR179	BUR	0	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR18	BUR	0	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR180	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR181	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR182	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR183	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR184	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR185	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR186	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR187	BUR	0	212	256	299	322	160	313	140	157	359	209	0	164	350
BUR19	BUR	260	218	276	299	322	160	313	140	157	353	209	318	164	322
BUR193	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR194	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR195	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR196	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR197	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR198	BUR	0	217	276	0	322	160	0	137	157	353	209	0	164	322
BUR199	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR2	BUR	260	218	256	299	322	160	313	137	157	353	209	308	164	350
BUR20	BUR	0	218	276	299	322	160	0	137	157	353	209	318	164	322
BUR200	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR202	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR203	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR204	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR205	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR207	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR209	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR21	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR210	BUR	0	217	276	299	322	160	313	137	157	353	209	318	0	322
BUR211	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR213	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR215	BUR	0	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR216	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR217	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR218	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR22	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR220	BUR	0	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR221	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR222	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR223	BUR	260	217	276	299	322	160	314	137	157	353	209	319	164	322
BUR224	BUR	260	217	276	299	322	160	314	137	157	353	209	319	164	322
BUR225	BUR	260	217	276	299	322	160	314	137	157	353	209	319	164	322
BUR226	BUR	260	217	276	299	322	160	314	137	157	353	209	319	164	322
BUR227	BUR	260	217	276	299	322	160	314	137	157	353	209	319	164	322
BUR228	BUR	260	217	276	299	322	160	314	137	157	353	209	319	164	322
BUR229	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR23	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR230	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR231	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR232	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR233	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR234	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR235	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR236	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR237	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR238	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR239	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR24	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR240	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR241	BUR	242	218	256	295	312	144	298	128	157	0	216	318	148	326
BUR242	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR243	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR244	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR245	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR246	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR247	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR248	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR249	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR25	BUR	260	218	276	299	322	160	313	137	157	353	209	313	164	322
BUR250	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR251	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR252	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR253	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR254	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR255	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR256	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR257	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR258	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR259	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR26	BUR	260	218	276	299	322	160	313	137	157	353	209	0	164	322
BUR260	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR261	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR262	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR263	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR264	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR265	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR266	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR267	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR268	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR269	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR27	BUR	236	218	276	299	322	160	313	137	157	353	209	0	164	322
BUR270	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR271	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR272	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR273	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR274	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR275	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR276	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR277	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR278	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR279	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR28	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR280	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR281	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR282	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR283	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR284	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR285	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR286	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR287	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR288	BUR	242	218	256	295	312	144	298	128	0	491	216	318	148	326
BUR289	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR29	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR290	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR291	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR292	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR293	BUR	242	218	256	295	312	144	298	128	0	491	216	318	148	326
BUR294	BUR	242	218	256	295	312	144	298	128	0	491	216	318	148	326
BUR295	BUR	242	218	256	295	312	144	298	128	0	491	216	318	148	326
BUR296	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR297	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR298	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR299	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR3	BUR	242	218	256	295	312	144	298	128	142	492	216	318	148	326
BUR30	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR300	BUR	260	217	276	299	322	160	313	137	157	353	209	318	164	322
BUR301	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR302	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR303	BUR	242	218	256	295	312	144	298	128	0	491	216	318	148	326
BUR304	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR305	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR306	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR31	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR32	BUR	242	218	256	295	312	144	298	122	157	492	216	318	148	326
BUR33	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR34	BUR	260	218	276	299	322	160	313	137	157	353	209	0	164	322
BUR35	BUR	260	218	276	299	322	160	313	137	157	353	0	318	164	322
BUR36	BUR	0	218	276	299	322	160	0	137	157	353	209	318	164	322
BUR37	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR38	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR39	BUR	236	218	261	295	312	160	313	128	157	356	211	318	148	322
BUR4	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR40	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR41	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR42	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR43	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR44	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR45	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR46	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR47	BUR	236	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR48	BUR	0	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR49	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR5	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR50	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR51	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR52	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR53	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR54	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR55	BUR	0	218	276	299	322	160	313	137	157	353	209	0	164	322
BUR56	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR57	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR58	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR59	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR6	BUR	260	218	276	299	322	160	313	137	157	353	209	313	164	322
BUR60	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR61	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR62	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR63	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR64	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR65	BUR	0	218	276	299	322	160	313	137	157	353	209	0	164	322
BUR66	BUR	260	218	276	299	322	160	313	137	157	353	0	318	164	322
BUR67	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR68	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR69	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR7	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR70	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR71	BUR	260	218	256	299	322	160	313	140	157	359	209	308	164	350
BUR72	BUR	260	218	256	299	322	160	313	140	157	359	209	308	164	350
BUR73	BUR	260	218	256	299	322	160	313	140	157	359	209	318	164	350
BUR74	BUR	260	218	276	299	322	160	313	137	157	353	209	313	164	322
BUR75	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR76	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR77	BUR	0	218	256	299	322	160	313	140	157	359	209	313	164	350
BUR78	BUR	260	218	256	299	322	160	313	140	157	353	209	318	164	322
BUR79	BUR	260	218	256	299	322	160	313	140	157	359	209	308	164	350
BUR8	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR80	BUR	260	212	256	299	322	160	313	140	157	359	209	308	164	350
BUR81	BUR	242	218	256	290	312	144	298	128	148	410	216	318	148	326
BUR82	BUR	242	218	256	290	312	144	298	128	148	410	216	318	148	326
BUR83	BUR	260	218	256	299	322	160	313	140	157	356	209	308	164	350
BUR84	BUR	0	218	256	299	297	160	313	137	157	0	209	0	164	322
BUR85	BUR	236	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR86	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR87	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR88	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR89	BUR	0	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR9	BUR	260	218	276	299	322	160	313	137	157	353	209	318	164	322
BUR90	BUR	236	218	256	299	322	160	313	140	157	359	209	308	164	350
BUR91	BUR	260	218	256	299	322	160	313	140	157	359	209	313	164	350
BUR92	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR93	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR94	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR95	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
BUR96	BUR	0	217	276	299	322	160	313	137	157	359	209	0	164	326
BUR97	BUR	0	217	276	299	322	160	0	137	157	353	209	0	164	322
BUR98	BUR	260	212	276	299	322	160	310	137	157	377	190	323	164	326
BUR99	BUR	0	217	276	299	322	160	313	137	157	353	209	0	164	322
FREIBRUM1	FRB	254	224	256	295	312	160	295	128	145	356	216	318	152	322
FREIBRUM10	FRB	260	218	266	0	317	136	295	137	157	377	204	313	152	326
FREIBRUM11	FRB	254	224	256	295	312	160	295	128	145	356	216	318	152	318
FREIBRUM12	FRB	254	218	266	294	317	136	295	137	157	377	204	313	152	326
FREIBRUM13	FRB	254	218	266	295	317	136	295	137	157	377	204	313	156	326
FREIBRUM14	FRB	260	218	266	294	317	136	295	137	157	401	208	313	152	326
FREIBRUM15	FRB	254	218	266	0	317	136	295	137	157	383	0	313	152	318
FREIBRUM16	FRB	254	218	266	294	317	136	295	137	157	377	204	313	152	326
FREIBRUM17	FRB	0	218	266	290	317	136	295	137	157	0	204	0	152	330
FREIBRUM18	FRB	260	230	266	294	317	136	295	137	157	0	209	313	152	326
FREIBRUM19	FRB	0	218	266	294	317	136	295	137	157	0	204	313	152	326
FREIBRUM2	FRB	254	224	256	295	312	160	295	128	145	356	216	318	152	322
FREIBRUM20	FRB	254	218	266	0	317	136	295	137	157	377	204	313	152	326
FREIBRUM3	FRB	254	218	256	295	312	160	295	122	157	356	216	308	148	322
FREIBRUM4	FRB	254	224	256	295	312	160	295	128	145	356	216	318	152	322
FREIBRUM5	FRB	254	224	256	295	312	160	295	128	145	356	216	318	152	322
FREIBRUM6	FRB	254	218	266	294	317	136	295	137	157	377	204	313	152	326
FREIBRUM7	FRB	260	230	266	294	317	136	304	137	157	401	204	313	152	326
FREIBRUM8	FRB	254	218	266	294	317	136	295	137	157	377	204	313	152	326
FREIBRUM9	FRB	254	218	266	0	317	136	295	137	157	0	204	0	152	326
FREI1	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI10	FRE	254	236	261	295	312	144	295	128	157	389	216	300	152	322
FREI100	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI101	FRE	0	230	266	0	317	136	304	137	157	401	204	313	152	326
FREI102	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI103	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI104	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI105	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI106	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI107	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI108	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI109	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI11	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI110	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI111	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI112	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI113	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI114	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI115	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI116	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI117	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI118	FRE	254	230	266	294	317	136	304	137	157	401	204	0	152	326
FREI12	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI121	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI122	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI123	FRE	0	230	266	294	317	136	304	137	157	401	204	0	152	326
FREI124	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI125	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI126	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI127	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI128	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI129	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI13	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI130	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI131	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI132	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI133	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI134	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI135	FRE	254	230	266	294	317	136	304	137	157	401	204	0	152	326
FREI136	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI137	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI138	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI139	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI14	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI140	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI141	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI142	FRE	254	230	266	294	317	136	304	137	157	401	204	0	152	326
FREI143	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI144	FRE	0	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI145	FRE	0	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI146	FRE	0	230	266	0	317	136	0	137	157	401	204	0	152	326
FREI147	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI148	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI149	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI15	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI150	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI151	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI152	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI153	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI154	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI155	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI156	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI157	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI158	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI159	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI16	FRE	254	236	261	295	312	144	295	128	157	389	216	300	152	322
FREI160	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI161	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI162	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI163	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI164	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI165	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI166	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI167	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI168	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI169	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI17	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI170	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI171	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI172	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI173	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI174	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI175	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI176	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI177	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI178	FRE	0	230	266	0	317	136	0	137	157	401	204	0	152	326
FREI179	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI18	FRE	254	236	261	295	312	144	295	128	157	389	216	300	152	322
FREI180	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI181	FRE	0	230	266	0	317	136	304	137	157	401	204	313	152	326
FREI182	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI183	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI184	FRE	242	230	266	0	317	136	304	137	157	401	204	0	152	326
FREI185	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI186	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI187	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI188	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI189	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI19	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI190	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI191	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI192	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI193	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI194	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI195	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI196	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI197	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI198	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI199	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI2	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI20	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI200	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI201	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI202	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI203	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI204	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI205	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI206	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI207	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI208	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI209	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI21	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI210	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI211	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI212	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI214	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI215	FRE	254	230	266	294	317	136	304	137	157	401	204	313	152	326
FREI216	FRE	0	230	266	0	317	136	304	137	157	401	204	313	152	326
